"","name","parentid","level","path_2","path_3","path_4","path_5","path_6","path_7"
"168","Aga Khan University Hospital Clinic (Naivasha)","yZJJPoSGhY6","4","HfVjCurKxh2","ob6SxuRcqU4","yZJJPoSGhY6","LYPPXdMyF76",NA,NA
"169","Aga Khan University Hospital (Embu)","IPOMRXiYjxr","4","HfVjCurKxh2","PFu8alU2KWG","IPOMRXiYjxr","t1HmYaEq0f9",NA,NA
"170","Aga Khan University Hospital Kiambu Clinic","SBz4c48i24Y","4","HfVjCurKxh2","qKzosKQPl6G","SBz4c48i24Y","VM94DU3XJJJ",NA,NA
"171","Aga Khan University Hospital (Kikuyu Medical Clinic)","jOVcLeZQSsS","4","HfVjCurKxh2","qKzosKQPl6G","jOVcLeZQSsS","G32BaOjAwL4",NA,NA
"172","Aga Khan University Hospital -New Machakos Medical Centre (Machakos)","KXc4ez8OAFz","4","HfVjCurKxh2","yhCUgGcCcOo","KXc4ez8OAFz","r1LSMmsy0pW",NA,NA
"173","Aga Khan University Hospital O/R Clinic","BLz1HkvvMkA","4","HfVjCurKxh2","Hsk1YV8kHkT","BLz1HkvvMkA","ekzOGVh8Bb8",NA,NA
"174","Agawo Health Centre","NhsAMiaS0TD","4","HfVjCurKxh2","nK0A12Q7MvS","NhsAMiaS0TD","qIuHbZDmYPX",NA,NA
"175","Agc Baby Health Centre","OK0hW8DFHq3","4","HfVjCurKxh2","ob6SxuRcqU4","OK0hW8DFHq3","npHvq88yTmV",NA,NA
"176","Ageng`A Community Health Unit","A1BCmizFgwx","5","HfVjCurKxh2","Tvf1zgVZ0K4","NHRktMsAkO1","A1BCmizFgwx","qrQfHKehjGt",NA
"177","Agenga Community Unit","orKDpItM56v","5","HfVjCurKxh2","fVra3Pwta0Q","D2lsuEzZAJP","orKDpItM56v","Uhc4nmyoTNF",NA
"178","Agenga Dispensary","D2lsuEzZAJP","4","HfVjCurKxh2","fVra3Pwta0Q","D2lsuEzZAJP","orKDpItM56v",NA,NA
"179","Agenga Dispensary (Samia)","NHRktMsAkO1","4","HfVjCurKxh2","Tvf1zgVZ0K4","NHRktMsAkO1","A1BCmizFgwx",NA,NA
"180","Agha Khan Health Services (Mtwapa)","xWAZBULwGxp","4","HfVjCurKxh2","nrI2khZx3d0","xWAZBULwGxp","YdlcyO7IuZC",NA,NA
"181","Agha Khan Hospital","qoLIT7y5f5c","4","HfVjCurKxh2","jkG3zaihdSs","qoLIT7y5f5c","kMgbp7ZqwoR",NA,NA
"182","Agma Clinic","BXaq5PxSfz2","4","HfVjCurKxh2","sANMZ3lpqGs","BXaq5PxSfz2","OPpCGyY0Aij",NA,NA
"183","Agoloto Community Unit","wmUX4Xf6mHU","5","HfVjCurKxh2","Tvf1zgVZ0K4","EhchjCHkhJ9","wmUX4Xf6mHU","Rlx8TlJWRcB",NA
"184","Agoro East Community Health Unit","i687P6dSq5L","5","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj","i687P6dSq5L","aRa92Ec3pyc",NA
"185","Agro Chemical","NmbwkQ5r5cB","4","HfVjCurKxh2","tAbBVBbueqD","NmbwkQ5r5cB","F0qhs0a31FJ",NA,NA
"186","Aguthi Dispensary","YT3tecc4atw","4","HfVjCurKxh2","ptWVfaCIdVx","YT3tecc4atw","mXzuqduA6ed",NA,NA
"187","Ahadi Maternity","nCziQtZ49jj","4","HfVjCurKxh2","qKzosKQPl6G","nCziQtZ49jj","ZGbQk48uSlp",NA,NA
"188","Ahadi Maternity Services","nCziQtZ49jj","4","HfVjCurKxh2","qKzosKQPl6G","nCziQtZ49jj","M7R0OJOMSOA",NA,NA
"189","Ahadi Medical Clinic","tSKDWoVKiPo","4","HfVjCurKxh2","nrI2khZx3d0","tSKDWoVKiPo","lftjRJLPHQc",NA,NA
"190","Ahero B Community Unit","cQa0PvCvbxM","5","HfVjCurKxh2","ob6SxuRcqU4","nwh9bXKykiS","cQa0PvCvbxM","XYgIAHLWrg0",NA
"191","Ahero Community Health Unit","cQa0PvCvbxM","5","HfVjCurKxh2","ob6SxuRcqU4","nwh9bXKykiS","cQa0PvCvbxM","uBhtXKSK7yN",NA
"192","Ahero County Hospital","iRK9uABUTVZ","4","HfVjCurKxh2","tAbBVBbueqD","iRK9uABUTVZ","iPKeTl8lSAZ",NA,NA
"193","Ahero Medical Centre","iRK9uABUTVZ","4","HfVjCurKxh2","tAbBVBbueqD","iRK9uABUTVZ","TYKsuf1A6HB",NA,NA
"194","Ahero Medical Clinic","nwh9bXKykiS","4","HfVjCurKxh2","ob6SxuRcqU4","nwh9bXKykiS","Q5JWb8bSKgK",NA,NA
"195","AHF EMALI CLINIC","toa2Hl7iVQI","4","HfVjCurKxh2","BoDytkJQ4Qi","toa2Hl7iVQI","JUMUs3lY9m0",NA,NA
"196","Ahf Soko Clinic","sr8WEz03EnP","4","HfVjCurKxh2","wsBsC6gjHvn","sr8WEz03EnP","hXpktmsRiTZ",NA,NA
"197","AHF/TSA Kithituni Clinic","pKJ4NZGPzTA","4","HfVjCurKxh2","BoDytkJQ4Qi","pKJ4NZGPzTA","TET0sqT4ukK",NA,NA
"198","Ahmadiya Hospital","FBteTV1eqB6","4","HfVjCurKxh2","BjC1xL40gHo","FBteTV1eqB6","Hz0YZaxawTo",NA,NA
"199","AIC Biribiriet Dispensary","f18kGo9yXWo","4","HfVjCurKxh2","mThvosEflAU","f18kGo9yXWo","z5apOSpEyGI",NA,NA
"200","Aic Community Unit","ssY2d9sMYGR","5","HfVjCurKxh2","kphDeKClFch","HK5SUCMQmsw","ssY2d9sMYGR","GmxrhkJIYO8",NA
"201","AIC Dispensary (Isiolo)","I2LYLqKU6AW","4","HfVjCurKxh2","bzOfj0iwfDH","I2LYLqKU6AW","W5tfdo7JoJL",NA,NA
"202","AIC Ebenezer","k7Rj54u6dMx","4","HfVjCurKxh2","vvOK1BxTbet","k7Rj54u6dMx","Js2jIKhWf6P",NA,NA
"203","AIC Kalamba Community Health Unit","SkQZUBdlpnz","5","HfVjCurKxh2","BoDytkJQ4Qi","AIGIQpolMRn","SkQZUBdlpnz","riqlIhHUyL6",NA
"204","AIC Kalamba Dispensary","AIGIQpolMRn","4","HfVjCurKxh2","BoDytkJQ4Qi","AIGIQpolMRn","SkQZUBdlpnz",NA,NA
"205","AIC Kiu Community Health Unit","lBcxySsDQKa","5","HfVjCurKxh2","BoDytkJQ4Qi","pKJ4NZGPzTA","lBcxySsDQKa","MinJkpDaFzs",NA
"206","AIC Lalang Amalo Health Center","QwGkDS0DNls","4","HfVjCurKxh2","ob6SxuRcqU4","QwGkDS0DNls","AECt2c42O7P",NA,NA
"207","AIC Litein Mission Hospital","wt8cPHWfkfu","4","HfVjCurKxh2","ihZsJ8alvtb","wt8cPHWfkfu","AawtXdUefwb",NA,NA
"208","AIC Liten VCT","wt8cPHWfkfu","4","HfVjCurKxh2","ihZsJ8alvtb","wt8cPHWfkfu","V79ezGSMpKN",NA,NA
"209","AIC Mbitini Dispensary","AIGIQpolMRn","4","HfVjCurKxh2","BoDytkJQ4Qi","AIGIQpolMRn","fUEgWNQsEKx",NA,NA
"210","AIC Mukaa Community Health Unit","zE0WqGd3i1R","5","HfVjCurKxh2","BoDytkJQ4Qi","pKJ4NZGPzTA","zE0WqGd3i1R","vsFMznWU668",NA
"211","AIC Mukaa Dispensary","pKJ4NZGPzTA","4","HfVjCurKxh2","BoDytkJQ4Qi","pKJ4NZGPzTA","zE0WqGd3i1R",NA,NA
"212","AIC MUNUNGA DISPENSARY","tyfDsdZ1h3R","4","HfVjCurKxh2","ahwTMNAJvrL","tyfDsdZ1h3R","ZL2Sbfnbu6r",NA,NA
"213","AIC Parkview Dispensary","KTayLusaU5I","4","HfVjCurKxh2","ob6SxuRcqU4","KTayLusaU5I","totDhKGxji1",NA,NA
"214","AIC Zion Medical clinic","gh2kzpOFCeF","4","HfVjCurKxh2","jkG3zaihdSs","gh2kzpOFCeF","BpS9tG9DBVF",NA,NA
"215","AIC Zombe Health Centre","d0Gu8FrRM0Y","4","HfVjCurKxh2","j8o6iO4Njsi","d0Gu8FrRM0Y","qsSIimN71Bx",NA,NA
"216","AIDS Health Foundation","f1T0Ltob8VQ","4","HfVjCurKxh2","jkG3zaihdSs","f1T0Ltob8VQ","Pt3AOtGccoJ",NA,NA
"217","Aimon medical clinic","Cc8uEFkzfVf","4","HfVjCurKxh2","jkG3zaihdSs","Cc8uEFkzfVf","ggBr0DsxxqP",NA,NA
"218","Ainabkoi (RCEA) Health Centre","mYlMs4xTj82","4","HfVjCurKxh2","pZqQRRW7PHP","mYlMs4xTj82","yvHLTdpzuNc",NA,NA
"219","Ainabkoi Sub County","pZqQRRW7PHP","3","HfVjCurKxh2","pZqQRRW7PHP","mYlMs4xTj82",NA,NA,NA
"220","Ainamoi Dispensary","QwGkDS0DNls","4","HfVjCurKxh2","ob6SxuRcqU4","QwGkDS0DNls","VbWm2SKV45x",NA,NA
"221","Ainamoi Health Centre","GshNTMZJ5r1","4","HfVjCurKxh2","ihZsJ8alvtb","GshNTMZJ5r1","Q4h7yLoLe0G",NA,NA
"222","Ainamoi Sub County","ihZsJ8alvtb","3","HfVjCurKxh2","ihZsJ8alvtb","GshNTMZJ5r1",NA,NA,NA
"223","Aina Onlus","Q4xAPhWUnYC","4","HfVjCurKxh2","Y52XNJ50hYb","Q4xAPhWUnYC","QMzWtI2lOvC",NA,NA
"224","AIPCA Mahinga Dispensary","RAnL5kBKMIt","4","HfVjCurKxh2","mYZacFNIB3h","RAnL5kBKMIt","JtHT6SWclBR",NA,NA
"225","Airbase Community Health Unit","OkCML3CEtNi","5","HfVjCurKxh2","jkG3zaihdSs","qoLIT7y5f5c","OkCML3CEtNi","DplpxGvcOC7",NA
"226","Airport Dispensary (Kisumu)","YzEDO9Mq4TR","4","HfVjCurKxh2","tAbBVBbueqD","YzEDO9Mq4TR","oEWhqoUHkvt",NA,NA
"227","Airport Kogony Community Health Unit","oEWhqoUHkvt","5","HfVjCurKxh2","tAbBVBbueqD","YzEDO9Mq4TR","oEWhqoUHkvt","eJJfum7uaTR",NA
"228","Air Port Medical Centre","BxfsSc6Svrc","4","HfVjCurKxh2","yhCUgGcCcOo","BxfsSc6Svrc","cjRk88NSyY9",NA,NA
"229","Airport View Clinic","OvI6w06DhPJ","4","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","h8lfMvZtvi5",NA,NA
"230","Airport View Medical Clinic","OvI6w06DhPJ","4","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","B761KBCismf",NA,NA
"231","Airtech Medical Clinic O/Rongai","BLz1HkvvMkA","4","HfVjCurKxh2","Hsk1YV8kHkT","BLz1HkvvMkA","Pad4GTI7VcX",NA,NA
"232","Aitong Community Unit","ZLKeFpFXbAQ","5","HfVjCurKxh2","kqJ83J2D72s","ouA247cg58A","ZLKeFpFXbAQ","VNH0u9UFaTM",NA
"233","Aiyebo Dispensary","bqtTmWcikTN","4","HfVjCurKxh2","vvOK1BxTbet","bqtTmWcikTN","C0eGXaSEHiP",NA,NA
"234","Ajam VCT","BLz1HkvvMkA","4","HfVjCurKxh2","Hsk1YV8kHkT","BLz1HkvvMkA","KuftRocWEh1",NA,NA
"235","Ajawa Health Centre","qsjAa8FE8OS","4","HfVjCurKxh2","CeLsrJOH0g9","qsjAa8FE8OS","D08xMQ9AjUk",NA,NA
"236","Ajigo Community Health Unit","APRSsUJAVrP","5","HfVjCurKxh2","u4t9H8XyU9P","JNvqpOnKfGR","APRSsUJAVrP","XUiysfiFuNO",NA
"237","akachachat","tpmeDcmWQWf","5","HfVjCurKxh2","Tvf1zgVZ0K4","GpEIlwz3FvT","tpmeDcmWQWf","bMMXPrx0mol",NA
"238","Akachiu Health Centre","wtuGWT7KjVm","4","HfVjCurKxh2","Y52XNJ50hYb","wtuGWT7KjVm","PBqYe1aI7YB",NA,NA
"239","Akado Dispensary","mCGytMcMf6y","4","HfVjCurKxh2","nK0A12Q7MvS","mCGytMcMf6y","NV1lsQQAz4x",NA,NA
"240","Akala Health Centre","PKeFksHlJkB","4","HfVjCurKxh2","u4t9H8XyU9P","PKeFksHlJkB","ngzYEraCr33",NA,NA
"241","Akatuman Dispensary","zd8rhYqGowE","4","HfVjCurKxh2","kphDeKClFch","zd8rhYqGowE","cy4MV1p46rR",NA,NA
"242","Akemo Medical Clinic","iy93Mmi73Or","4","HfVjCurKxh2","wsBsC6gjHvn","iy93Mmi73Or","jLCDKWdsW28",NA,NA
"243","Akemo Nursing Home","Nb6e34jNGAq","4","HfVjCurKxh2","kqJ83J2D72s","Nb6e34jNGAq","WLP80sZXutW",NA,NA
"244","Akiayi Boresha Community Health Unit","Gk01HeIfjsg","5","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj","Gk01HeIfjsg","P7jGoKiqf5d",NA
"245","Akicha Medical Services","zd8rhYqGowE","4","HfVjCurKxh2","kphDeKClFch","zd8rhYqGowE","IVsuBIrIGgI",NA,NA
"246","Akichelesit Dispensary","GpEIlwz3FvT","4","HfVjCurKxh2","Tvf1zgVZ0K4","GpEIlwz3FvT","les3bNZfpjr",NA,NA
"247","Akidiva Clinic","jtBjNpL9FXS","4","HfVjCurKxh2","fVra3Pwta0Q","jtBjNpL9FXS","TUd10knDDSH",NA,NA
"248","A/kiongo Integrated clinic","G9DoZvSdGLx","4","HfVjCurKxh2","Y52XNJ50hYb","G9DoZvSdGLx","b90bqQyk0kI",NA,NA
"249","Akiriamas Community Unit","GLeVzenn2ab","5","HfVjCurKxh2","Tvf1zgVZ0K4","EhchjCHkhJ9","GLeVzenn2ab","CFwFN4g6DIy",NA
"250","AKIRIAMAS DISPENSARY","EhchjCHkhJ9","4","HfVjCurKxh2","Tvf1zgVZ0K4","EhchjCHkhJ9","o0kufCEQW29",NA,NA
"251","AKIRIAMAS DISPENSARY","EhchjCHkhJ9","4","HfVjCurKxh2","Tvf1zgVZ0K4","EhchjCHkhJ9","GLeVzenn2ab",NA,NA
"252","Akiriamit Community Health Unit","k1ifvXHDkHh","5","HfVjCurKxh2","XWALbfAPa6n","SCbMzaOeTuR","k1ifvXHDkHh","zr20QcEHAqk",NA
"253","Akites Community Unit","Uzbi7NX6aVo","5","HfVjCurKxh2","Tvf1zgVZ0K4","EhchjCHkhJ9","Uzbi7NX6aVo","kPFHrFN5dHr",NA
"254","akobwait","ZCo6FKCwUZq","5","HfVjCurKxh2","Tvf1zgVZ0K4","GpEIlwz3FvT","ZCo6FKCwUZq","HX5C8d3Uxgi",NA
"255","Akobwait Community Unit","xGgOmhpqPod","5","HfVjCurKxh2","Tvf1zgVZ0K4","EhchjCHkhJ9","xGgOmhpqPod","SxyUlVODJIp",NA
"256","Akolong Community Health Unit","tpmeDcmWQWf","5","HfVjCurKxh2","Tvf1zgVZ0K4","GpEIlwz3FvT","tpmeDcmWQWf","B2oi1Y2Okpb",NA
"257","Akom Community Health Unit","yr1OdefeL3S","5","HfVjCurKxh2","u4t9H8XyU9P","XcRpb1xsM64","yr1OdefeL3S","VYJ21CcmhB1",NA
"258","Akoreet Community Health Unit","Uzbi7NX6aVo","5","HfVjCurKxh2","Tvf1zgVZ0K4","EhchjCHkhJ9","Uzbi7NX6aVo","XQXqLhraM5G",NA
"259","Akshar Nursing Home","jOVcLeZQSsS","4","HfVjCurKxh2","qKzosKQPl6G","jOVcLeZQSsS","q3IEhLuhsMQ",NA,NA
"260","Akwichatis Health Centre","Mk4bMOSMRTB","4","HfVjCurKxh2","vvOK1BxTbet","Mk4bMOSMRTB","npMa6l8gFOy",NA,NA
"261","Al-Agsa Medical Clinic","C1xuoa1NAMm","4","HfVjCurKxh2","wsBsC6gjHvn","C1xuoa1NAMm","PcZ88G2SJnt",NA,NA
"262","Alakara Medical Clinic","HK5SUCMQmsw","4","HfVjCurKxh2","kphDeKClFch","HK5SUCMQmsw","uSRfk7Z51Fp",NA,NA
"263","Alale (AIC) Health Centre","YXpHG1Ez8V2","4","HfVjCurKxh2","XWALbfAPa6n","YXpHG1Ez8V2","SkWeQkXKTzL",NA,NA
"264","Alale Community Unit","lhyRFPWc313","5","HfVjCurKxh2","XWALbfAPa6n","YXpHG1Ez8V2","lhyRFPWc313","xmY2bgTngxD",NA
"265","Alale Health Centre","YXpHG1Ez8V2","4","HfVjCurKxh2","XWALbfAPa6n","YXpHG1Ez8V2","lhyRFPWc313",NA,NA
"266","Al-Amin Medical Clinic","lGg3wEy784X","4","HfVjCurKxh2","nrI2khZx3d0","lGg3wEy784X","rnXJsJBMBIv",NA,NA
"267","Al Amin Nursing Home","qoLIT7y5f5c","4","HfVjCurKxh2","jkG3zaihdSs","qoLIT7y5f5c","cgtpPBvYqYq",NA,NA
"268","Al anasar Medical Clinic","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","LSQhluaYVvm",NA,NA
"269","Al-Ansar Medical Clinic","fGr9rRvaovO","4","HfVjCurKxh2","R6f9znhg37c","fGr9rRvaovO","RXx3FcgDwZ0",NA,NA
"270","Al-Aqsa Medical Clinic","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","n5d9Sao4gcf",NA,NA
"271","Alara Community Health Unit","jYceYXy2rBf","5","HfVjCurKxh2","tAbBVBbueqD","kBQIjtWUBqj","jYceYXy2rBf","tytq6CEQ2JN",NA
"272","Al -Arbrar Medical Clinic","EmQRGVtvWy3","4","HfVjCurKxh2","o36zCRjSd4G","EmQRGVtvWy3","mwzugjT5tfS",NA,NA
"273","Al Azhar Medical Clinic","C1xuoa1NAMm","4","HfVjCurKxh2","wsBsC6gjHvn","C1xuoa1NAMm","Zq1MHFI8jJ2",NA,NA
"274","Al Bilal Nursing Home","sZjPgbWI5ra","4","HfVjCurKxh2","Eey8fT4Im3y","sZjPgbWI5ra","lriDX8NjRjR",NA,NA
"275","Al-Bir Medical Centre","C1xuoa1NAMm","4","HfVjCurKxh2","wsBsC6gjHvn","C1xuoa1NAMm","xrYkqC00U9t",NA,NA
"276","Al-Bir Medical Centre (Kilindini)","OvI6w06DhPJ","4","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","gZmQg2NHpee",NA,NA
"277","Aldai Sub County","t0J75eHKxz5","3","HfVjCurKxh2","t0J75eHKxz5","Sq2fLWnOCGg",NA,NA,NA
"278","Aldina Community Unit","MP8fPGLlphd","5","HfVjCurKxh2","wsBsC6gjHvn","vSISrsNNHwq","MP8fPGLlphd","egPWi2cXJU3",NA
"279","Aldina Medical Center","vSISrsNNHwq","4","HfVjCurKxh2","wsBsC6gjHvn","vSISrsNNHwq","ZmF9YIfwAh2",NA,NA
"280","Alego Central Community Unit","LGgFPRuWpws","5","HfVjCurKxh2","fVra3Pwta0Q","ka9Uv3Ckcbd","LGgFPRuWpws","OTrz2yGsWNJ",NA
"281","Alego East Community Unit","LGgFPRuWpws","5","HfVjCurKxh2","fVra3Pwta0Q","ka9Uv3Ckcbd","LGgFPRuWpws","eio6l7KBTCI",NA
"282","Alego Usonga Sub County","u4t9H8XyU9P","3","HfVjCurKxh2","u4t9H8XyU9P","Cu46otDi1RO",NA,NA,NA
"283","Alendo Community Unit","g8H5Hr3A1QX","5","HfVjCurKxh2","fVra3Pwta0Q","D2lsuEzZAJP","g8H5Hr3A1QX","p8cKX2Wp6OX",NA
"284","Alfa Clinic","ABuzigW8Lzw","4","HfVjCurKxh2","uepLTG8wGWJ","ABuzigW8Lzw","JZ3YSqeDgq5",NA,NA
"285","Alfalah Dispensary","I2LYLqKU6AW","4","HfVjCurKxh2","bzOfj0iwfDH","I2LYLqKU6AW","RJ5tHCMdNDY",NA,NA
"286","Al Farooq Hospital","C1xuoa1NAMm","4","HfVjCurKxh2","wsBsC6gjHvn","C1xuoa1NAMm","aiD3lzUJBTy",NA,NA
"287","Alfaruq Community Unit","nYs862A5uon","5","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","nYs862A5uon","eqONozObpYv",NA
"288","Al-Faruq Dispensary","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","nYs862A5uon",NA,NA
"289","Al Fridaus Medical Clinic","C1xuoa1NAMm","4","HfVjCurKxh2","wsBsC6gjHvn","C1xuoa1NAMm","d2TqMWtDu8b",NA,NA
"290","Al-Furaqan Clinic","uov0yFMw9Qm","4","HfVjCurKxh2","CeLsrJOH0g9","uov0yFMw9Qm","f4kUKm6boGh",NA,NA
"291","Al-Gadhir Clinic","CcTr4bcVGAG","4","HfVjCurKxh2","jkG3zaihdSs","CcTr4bcVGAG","gp8mHxRey0r",NA,NA
"292","Algadir Medical Clinic","FBJ9Y11esHS","4","HfVjCurKxh2","ob6SxuRcqU4","FBJ9Y11esHS","jaCs4CR5ZDN",NA,NA
"293","Al-Hamdu Medical Clinic","uov0yFMw9Qm","4","HfVjCurKxh2","CeLsrJOH0g9","uov0yFMw9Qm","Qcd38VDSnwQ",NA,NA
"294","Alhamdu Medical Clinic","U7KFQn3Up3o","4","HfVjCurKxh2","CeLsrJOH0g9","U7KFQn3Up3o","OTn2K6CKPr7",NA,NA
"295","Al-Haqq Medical Clinic","uov0yFMw9Qm","4","HfVjCurKxh2","CeLsrJOH0g9","uov0yFMw9Qm","KHiYEiiOULw",NA,NA
"296","Alhidaya Medical Clinic","U7KFQn3Up3o","4","HfVjCurKxh2","CeLsrJOH0g9","U7KFQn3Up3o","nNgORKzwMR3",NA,NA
"297","Al-Hilal Clinic","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","gTcbEUxmHuM",NA,NA
"298","Alice Nursing Home","aDp1odOWYC1","4","HfVjCurKxh2","jkG3zaihdSs","aDp1odOWYC1","fJ4j8C8VcLS",NA,NA
"299","Alika Medical Clinic","lb5LzWiUX8Y","4","HfVjCurKxh2","qKzosKQPl6G","lb5LzWiUX8Y","KDgQDk9crV4",NA,NA
"300","Al-Iklas Nursing Home","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","ki9f5wKcW7R",NA,NA
"301","alikune cominity unit","edjfwbsoTLn","5","HfVjCurKxh2","uyOrcHZBpW0","EW4Jw4dVWBt","edjfwbsoTLn","mj8KYcjvdNH",NA
"302","Alikune Dispensary","EW4Jw4dVWBt","4","HfVjCurKxh2","uyOrcHZBpW0","EW4Jw4dVWBt","edjfwbsoTLn",NA,NA
"303","Alimaow Community Health Unit","xmWD4alesXA","5","HfVjCurKxh2","CeLsrJOH0g9","uov0yFMw9Qm","xmWD4alesXA","h7SVN9Y6hmW",NA
"304","Alimaow Health Centre","uov0yFMw9Qm","4","HfVjCurKxh2","CeLsrJOH0g9","uov0yFMw9Qm","xmWD4alesXA",NA,NA
"305","Alinjugur Community Unit","MMUERdrmeNC","5","HfVjCurKxh2","uyOrcHZBpW0","RScEHA3V38d","MMUERdrmeNC","phNVvxO9Cf2",NA
"306","Alinjugur Health Centre","RScEHA3V38d","4","HfVjCurKxh2","uyOrcHZBpW0","RScEHA3V38d","MMUERdrmeNC",NA,NA
"307","All Day Medical Clinic","VDlzh6w4LKv","4","HfVjCurKxh2","ahwTMNAJvrL","VDlzh6w4LKv","D0d22hbKuxu",NA,NA
"308","Alliance Clinic","urtJSF5jcBC","4","HfVjCurKxh2","sANMZ3lpqGs","urtJSF5jcBC","lBSKqMNnHEz",NA,NA
"309","Alliance Medical Centre","qoLIT7y5f5c","4","HfVjCurKxh2","jkG3zaihdSs","qoLIT7y5f5c","fJoTJIANnAv",NA,NA
"310","Alliance Medical Clinic","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","UqDcXCg6FeW",NA,NA
"311","All Saints Musaa","Y3NjAhiBaZT","4","HfVjCurKxh2","BjC1xL40gHo","Y3NjAhiBaZT","PMwjaBGIelR",NA,NA
"312","Al-Maaruf Clinic","uov0yFMw9Qm","4","HfVjCurKxh2","CeLsrJOH0g9","uov0yFMw9Qm","J3a0brNMqGP",NA,NA
"313","Almacy Medical Clinic","JNvqpOnKfGR","4","HfVjCurKxh2","u4t9H8XyU9P","JNvqpOnKfGR","ThkruBQ6pew",NA,NA
"314","Al-Maqdis ENT Clinic","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","bX2Nmm72gbh",NA,NA
"315","Almed Health Products","BDxUGx86itV","4","HfVjCurKxh2","Y52XNJ50hYb","BDxUGx86itV","cYMjQgLlKXt",NA,NA
"316","Alms House Dispensary","C1xuoa1NAMm","4","HfVjCurKxh2","wsBsC6gjHvn","C1xuoa1NAMm","xYXWzBntS2B",NA,NA
"317","Al-Mustaqim Clinic","uov0yFMw9Qm","4","HfVjCurKxh2","CeLsrJOH0g9","uov0yFMw9Qm","OdU5xLWKYwb",NA,NA
"318","Alnas Medical Clinic","fGr9rRvaovO","4","HfVjCurKxh2","R6f9znhg37c","fGr9rRvaovO","FkFXadTcl2A",NA,NA
"319","Alomodoi Community Unit","eX0spkg9csY","5","HfVjCurKxh2","Tvf1zgVZ0K4","EhchjCHkhJ9","eX0spkg9csY","STEIT3U2iP5",NA
"320","Alpesan Medical Clinic","OvI6w06DhPJ","4","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","n36lC5k9kc6",NA,NA
"321","Alpha Family Health Care","YT3tecc4atw","4","HfVjCurKxh2","ptWVfaCIdVx","YT3tecc4atw","sZ9xbF13E0d",NA,NA
"322","Alpha Medical","sjlSPeRgl7d","4","HfVjCurKxh2","BjC1xL40gHo","sjlSPeRgl7d","kc3xNNoOKfM",NA,NA
"323","Alpha Medical Agency","urtJSF5jcBC","4","HfVjCurKxh2","sANMZ3lpqGs","urtJSF5jcBC","hNDKFPKWYOa",NA,NA
"324","ALPHA MEDICAL CLINIC","BE6HMtlHyl1","4","HfVjCurKxh2","BjC1xL40gHo","BE6HMtlHyl1","dhBHJi4K9KT",NA,NA
"325","Alpha Medical Clinic","EmQRGVtvWy3","4","HfVjCurKxh2","o36zCRjSd4G","EmQRGVtvWy3","j2JtGSpQWuw",NA,NA
"326","Alpha Medical Clinic (Koibatek)","Yl9UDBnDvvW","4","HfVjCurKxh2","vvOK1BxTbet","Yl9UDBnDvvW","BhFbEuA3lZ5",NA,NA
"327","Alpha Medical Clinic (Migori)","VtuwXD7O1O9","4","HfVjCurKxh2","fVra3Pwta0Q","VtuwXD7O1O9","Z4djSNlS0mA",NA,NA
"328","Alphine Health Care Center","CUjthlounWV","4","HfVjCurKxh2","KGHhQ5GLd4k","CUjthlounWV","Rb98NhMR6cg",NA,NA
"329","Alphond Medical Centre","uRl5fBkhpcE","4","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","z8IPdXLqiOf",NA,NA
"330","Al Riyadh Medical Clinic","OvI6w06DhPJ","4","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","fH85KmwtcIR",NA,NA
"331","Alriyadh Medical Clinic","OvI6w06DhPJ","4","HfVjCurKxh2","wsBsC6gjHvn","OvI6w06DhPJ","eA2RGei0XrF",NA,NA
"332","Al-Shiffa Nursing Home","lQkHbTC1iRg","4","HfVjCurKxh2","uyOrcHZBpW0","lQkHbTC1iRg","vH8zhRa5PUj",NA,NA
"333","Al-Siha Nursing Home","fGr9rRvaovO","4","HfVjCurKxh2","R6f9znhg37c","fGr9rRvaovO","jKZIre1ICst",NA,NA
"334","Aludeka Community Unit","zQJT13CmpDX","5","HfVjCurKxh2","Tvf1zgVZ0K4","EhchjCHkhJ9","zQJT13CmpDX","T4bEtY2RKx5",NA
